,country,year,sex,suicides_no,population,rate
539,Belarus,1993,male,2360,4500200,52.442113683836276
540,Belarus,1994,female,571,5161300,11.06310425667952
541,Belarus,1994,male,2582,4492600,57.47228776209767
542,Belarus,1995,female,514,5184900,9.913402379988042
543,Belarus,1995,male,2689,4488700,59.90598614298126
544,Belarus,1996,female,546,5189900,10.520433919728704
545,Belarus,1996,male,3081,4494900,68.54435026363211
546,Belarus,1997,female,562,5193600,10.821010474430068
547,Belarus,1997,male,2964,4498500,65.88862954318105
548,Belarus,1998,female,550,5196100,10.58486172321549
549,Belarus,1998,male,3006,4498700,66.81930335430235
550,Belarus,1999,female,529,5094300,10.384154839722827
551,Belarus,1999,male,2868,4468900,64.17686679048535
552,Belarus,2000,female,505,5085317,9.930551035461507
553,Belarus,2000,male,2978,4458162,66.79882875498916
554,Belarus,2001,female,490,5071494,9.661847179549063
555,Belarus,2001,male,2813,4442093,63.32600420567512
556,Belarus,2002,female,511,5051565,10.115677022863212
557,Belarus,2002,male,2780,4417669,62.92911487936285
558,Belarus,2003,female,540,5030001,10.735584346802316
559,Belarus,2003,male,2916,4390690,66.41325167570473
560,Belarus,2007,female,456,4951385,9.209544400203175
561,Belarus,2007,male,2203,4293071,51.315247290342974
562,Belarus,2008,female,471,4933394,9.547179892787804
563,Belarus,2008,male,2187,4272352,51.189602354862146
564,Belarus,2009,female,505,4916448,10.271643267659904
565,Belarus,2009,male,2238,4253521,52.61523335608312
566,Belarus,2010,female,390,4830090,8.074383707135892
567,Belarus,2010,male,2069,4151103,49.84217447748225
568,Belarus,2011,female,380,4814895,7.892176257218486
569,Belarus,2011,male,1792,4132425,43.36436837934143
570,Belarus,2013,female,334,4797034,6.962635661952782
571,Belarus,2013,male,1568,4113206,38.12111525656629
572,Belarus,2014,female,276,4794032,5.757158066529385
573,Belarus,2014,male,1465,4112945,35.61924606334391
574,Belgium,1985,female,759,4759700,15.946383175410215
575,Belgium,1985,male,1522,4509900,33.747976673540435
576,Belgium,1986,female,714,4767700,14.975774482454852
577,Belgium,1986,male,1488,4519400,32.92472452095411
578,Belgium,1987,female,695,4769600,14.571452532707145
579,Belgium,1987,male,1543,4521700,34.124333768273
580,Belgium,1988,female,643,4782600,13.444569899218
581,Belgium,1988,male,1353,4536700,29.823439945334716
582,Belgium,1989,female,582,4796700,12.133341672399775
583,Belgium,1989,male,1338,4552500,29.390444810543656
584,Belgium,1990,female,592,4806000,12.31793591344153
585,Belgium,1990,male,1303,4563700,28.55139470166751
586,Belgium,1991,female,527,4818100,10.93792158734771
587,Belgium,1991,male,1278,4578500,27.913071966801354
588,Belgium,1992,female,565,4832700,11.691187121071037
589,Belgium,1992,male,1313,4595400,28.572050311180746
590,Belgium,1993,female,590,4849300,12.166704472810508
591,Belgium,1993,male,1552,4613600,33.639674007282814
592,Belgium,1994,female,588,4865900,12.084095439692554
593,Belgium,1994,male,1543,4631500,33.31534060239663
594,Belgium,1995,female,605,4882300,12.391700632898429
595,Belgium,1995,male,1550,4644800,33.37065105063727
596,Belgium,1996,female,555,4898542,11.329901836097353
597,Belgium,1996,male,1458,4659003,31.294249005634896
598,Belgium,1997,female,595,4907982,12.123108845957463
599,Belgium,1997,male,1551,4668241,33.224505761377785
600,Belgium,1998,female,557,4930419,11.297214293551928
601,Belgium,1998,male,1462,4690578,31.168866608763356
602,Belgium,1999,female,496,4943885,10.032595822920639
603,Belgium,1999,male,1361,4704392,28.930412261563237
604,Belgium,2000,female,617,4956727,12.447730125141046
605,Belgium,2000,male,1526,4717298,32.3490269217675
606,Belgium,2001,female,583,4974251,11.720357497038247
607,Belgium,2001,male,1582,4735804,33.405098690739734
608,Belgium,2002,female,579,4997263,11.58634236380995
609,Belgium,2002,male,1497,4761307,31.44094678204955
610,Belgium,2003,female,554,5019283,11.03743303575431
611,Belgium,2003,male,1537,4784839,32.122292933994224
612,Belgium,2004,female,537,5041684,10.651203050409347
613,Belgium,2004,male,1450,4806338,30.16849834530988
614,Belgium,2005,female,552,5068873,10.889994679290643
615,Belgium,2005,male,1477,4832141,30.566161045383403
616,Belgium,2006,female,540,5099439,10.589400128131741
617,Belgium,2006,male,1395,4863263,28.68444499094538
618,Belgium,2007,female,537,5131909,10.463942365306945
619,Belgium,2007,male,1320,4898357,26.94781127631163
620,Belgium,2008,female,547,5165996,10.58847122607141
621,Belgium,2008,male,1452,4934854,29.42336287963129
622,Belgium,2009,female,554,5201848,10.650061285912237
623,Belgium,2009,male,1459,4971518,29.34717323763084
624,Belgium,2010,female,563,5220704,10.783986221015404
625,Belgium,2010,male,1450,4990467,29.055397019958253
626,Belgium,2011,female,600,5283592,11.355910903037175
627,Belgium,2011,male,1488,5071534,29.340235124126153
628,Belgium,2012,female,541,5324724,10.160151023790153
629,Belgium,2012,male,1485,5117913,29.015733561707673
630,Belgium,2013,female,532,5362716,9.920346331970592
631,Belgium,2013,male,1363,5163433,26.397166381359067
632,Belgium,2014,female,561,5389207,10.409694784408913
633,Belgium,2014,male,1338,5189641,25.782130209006752
634,Belgium,2015,female,552,5411388,10.200710058121873
635,Belgium,2015,male,1315,5212968,25.225552890407155
636,Belize,1986,female,1,73600,1.358695652173913
637,Belize,1986,male,2,73200,2.73224043715847
638,Belize,1987,female,0,71508,0.0
639,Belize,1987,male,4,72561,5.512603189040945
640,Belize,1989,female,0,75955,0.0
641,Belize,1989,male,1,77133,1.296461955323921
642,Belize,1990,female,1,78200,1.278772378516624
643,Belize,1990,male,2,79800,2.506265664160401
644,Belize,1991,female,0,80300,0.0
645,Belize,1991,male,2,81900,2.442002442002442
646,Belize,1993,female,0,84600,0.0
647,Belize,1993,male,1,86200,1.160092807424594
648,Belize,1994,female,1,84890,1.1779950524207798
649,Belize,1994,male,7,85984,8.141049497580946
650,Belize,1995,female,1,89400,1.1185682326621924
651,Belize,1995,male,13,91100,14.270032930845225
652,Belize,1996,female,0,89902,0.0
653,Belize,1996,male,8,91024,8.788890841975743
654,Belize,1997,female,0,93242,0.0
655,Belize,1997,male,1,94408,1.059232268451826
656,Belize,1998,female,1,96944,1.0315233536887276
657,Belize,1998,male,11,98164,11.205737337516808
658,Belize,1999,female,0,100715,0.0
659,Belize,1999,male,18,101984,17.64982742390963
660,Belize,2000,female,4,104407,3.831160745926997
661,Belize,2000,male,14,105702,13.244782501750203
662,Belize,2001,female,2,108001,1.8518347052342108
663,Belize,2001,male,17,109278,15.556653672285364
664,Belize,2002,female,5,111443,4.486598530190322
665,Belize,2002,male,9,112693,7.98629906027881
666,Belize,2003,female,4,114846,3.4829249603817285
667,Belize,2003,male,8,116044,6.893936782599703
668,Belize,2004,female,1,118344,0.8449942540390726
669,Belize,2004,male,19,119447,15.906636416151096
670,Belize,2005,female,1,122040,0.8194034742707309
671,Belize,2005,male,11,122980,8.94454382826476
672,Belize,2006,female,2,126053,1.5866341935535053
673,Belize,2006,male,9,126773,7.099303479447516
674,Belize,2007,female,2,130126,1.5369718580452791
675,Belize,2007,male,6,130541,4.596257114622992
676,Belize,2008,female,1,134214,0.7450787548243849
677,Belize,2008,male,10,134273,7.447513647568759
678,Belize,2009,female,4,138240,2.8935185185185186
679,Belize,2009,male,11,137949,7.9739613915287535
680,Belize,2010,female,2,142195,1.4065192165687963
681,Belize,2010,male,13,141601,9.180726124815502
682,Belize,2011,female,5,146283,3.418032170518789
683,Belize,2011,male,28,145379,19.260003164143377
684,Belize,2012,female,2,150029,1.3330756053829593
685,Belize,2012,male,16,148917,10.74424008004459
686,Belize,2013,female,1,153570,0.6511688480823078
687,Belize,2013,male,16,152318,10.504339605299439
688,Belize,2014,female,6,157090,3.8194665478388186
689,Belize,2014,male,18,155690,11.561436187295266
690,Belize,2015,female,4,160712,2.488924286923192
691,Belize,2015,male,22,159123,13.825782570715736
692,Bosnia and Herzegovina,2011,female,0,1882923,0.0
693,Bosnia and Herzegovina,2011,male,5,1790389,0.27926891865399084
694,Bosnia and Herzegovina,2014,female,70,1867562,3.748202201586882
695,Bosnia and Herzegovina,2014,male,243,1786607,13.601200487852113
696,Brazil,1985,female,1066,58996800,1.8068776611612833
697,Brazil,1985,male,3162,58482100,5.406782588176553
698,Brazil,1986,female,1154,60498100,1.9074979214223258
699,Brazil,1986,male,3117,58278300,5.348474475061901
700,Brazil,1987,female,1163,62069011,1.873720849201222
701,Brazil,1987,male,3509,60753456,5.77580310822153
702,Brazil,1988,female,1139,63544932,1.7924324791157225
703,Brazil,1988,male,3327,62156362,5.352629872385388
704,Brazil,1989,female,1071,65017542,1.6472477535370378
705,Brazil,1989,male,3392,63552766,5.337297199621492
706,Brazil,1990,female,1214,66465881,1.826501028399819
707,Brazil,1990,male,3589,64921672,5.528200197924662
708,Brazil,1991,female,1195,67955648,1.758499896873914
709,Brazil,1991,male,3961,66326202,5.971998818807687
710,Brazil,1992,female,1174,69362826,1.692549262626641
711,Brazil,1992,male,4033,67644195,5.962078490253303
712,Brazil,1993,female,1187,70712639,1.678624948504609
713,Brazil,1993,male,4321,68902838,6.271149527977353
714,Brazil,1994,female,1291,72044422,1.7919499721990968
715,Brazil,1994,male,4605,70144028,6.5650635290006445
716,Brazil,1995,female,1401,73386017,1.9090830341698473
717,Brazil,1995,male,5135,71397574,7.192121121650436
718,Brazil,1996,female,1398,74713439,1.8711493122408673
719,Brazil,1996,male,5300,72639691,7.296286543950194
720,Brazil,1997,female,1417,76043898,1.8633973760787486
721,Brazil,1997,male,5474,73888729,7.408437083820998
722,Brazil,1998,female,1445,77379095,1.8674294394370987
723,Brazil,1998,male,5477,75145216,7.288554470320506
724,Brazil,1999,female,1226,78716968,1.5574786874413151
725,Brazil,1999,male,5281,76405105,6.9118418199935725
726,Brazil,2000,female,1380,80053417,1.7238489644982924
727,Brazil,2000,male,5383,77662574,6.931266532577197
728,Brazil,2001,female,1557,81325620,1.914525828392086
729,Brazil,2001,male,6153,78853176,7.803109921659972
730,Brazil,2002,female,1694,82657227,2.049427571529831
731,Brazil,2002,male,6003,80104187,7.493990295413647
732,Brazil,2003,female,1605,84015212,1.9103683271072387
733,Brazil,2003,male,6234,81381699,7.660198885747028
734,Brazil,2004,female,1703,85354030,1.9952192064041967
735,Brazil,2004,male,6292,82639038,7.613835001322257
736,Brazil,2005,female,1804,86641338,2.0821469770007477
737,Brazil,2005,male,6725,83842622,8.020980069063203
738,Brazil,2006,female,1801,87930465,2.048209343598945
739,Brazil,2006,male,6817,85044257,8.015826394955747
740,Brazil,2007,female,1871,89134011,2.099086509188956
741,Brazil,2007,male,6984,86159181,8.105926633634088
742,Brazil,2008,female,1918,90268233,2.124778492119149
743,Brazil,2008,male,7266,87203399,8.332244021818461
744,Brazil,2009,female,1873,91363020,2.0500635815234656
745,Brazil,2009,male,7473,88206531,8.472161772238838
746,Brazil,2010,female,2073,92439920,2.2425376395825527
747,Brazil,2010,male,7356,89189792,8.24758061998844
748,Brazil,2011,female,2088,93501321,2.233123529880396
749,Brazil,2011,male,7734,90155120,8.57854772973515
750,Brazil,2012,female,2254,94517324,2.3847480066194002
751,Brazil,2012,male,8041,91073891,8.82909460846468
752,Brazil,2013,female,2223,95499992,2.3277488860941475
753,Brazil,2013,male,8290,91958860,9.014900793681
754,Brazil,2014,female,2233,96461733,2.314907612120135
755,Brazil,2014,male,8398,92823821,9.047246611405923
756,Brazil,2015,female,2397,97410044,2.460731872783057
757,Brazil,2015,male,8766,93677041,9.35768242295356
758,Bulgaria,1985,female,422,4231000,9.974001418104468
759,Bulgaria,1985,male,1034,4161500,24.846810044455125
760,Bulgaria,1986,female,433,4230700,10.234712931666154
761,Bulgaria,1986,male,975,4160800,23.432993655066333
762,Bulgaria,1987,female,429,4243200,10.110294117647058
763,Bulgaria,1987,male,1063,4132200,25.724795508445865
764,Bulgaria,1988,female,427,4254300,10.036903838469314
765,Bulgaria,1988,male,1025,4135500,24.785394752750573
766,Bulgaria,1989,female,419,4264900,9.824380407512486
767,Bulgaria,1989,male,1041,4138300,25.155256989585094
768,Bulgaria,1990,female,403,4276100,9.424475573536634
769,Bulgaria,1990,male,920,4142400,22.209347238315953
770,Bulgaria,1991,female,383,4286600,8.934820137171652
771,Bulgaria,1991,male,1001,4145300,24.147830072612358
772,Bulgaria,1992,female,411,4098100,10.029037846807057
773,Bulgaria,1992,male,1108,3943400,28.097580767865296
774,Bulgaria,1993,female,447,4082700,10.948636931442428
775,Bulgaria,1993,male,1023,3918300,26.108261235739988
776,Bulgaria,1994,female,416,4084700,10.184346463632581
777,Bulgaria,1994,male,1048,3910800,26.797586171627287
778,Bulgaria,1995,female,413,4083800,10.113129928008227
779,Bulgaria,1995,male,1020,3900100,26.153175559601035
780,Bulgaria,1996,female,415,4077600,10.177555424759662
781,Bulgaria,1996,male,1111,3885700,28.59201688241501
782,Bulgaria,1997,female,463,4066800,11.38487262712698
783,Bulgaria,1997,male,1002,3867100,25.91088929688914
784,Bulgaria,1998,female,448,4053500,11.052177130874552
785,Bulgaria,1998,male,1055,3846000,27.431097243889756
786,Bulgaria,1999,female,342,4040600,8.464089491659655
787,Bulgaria,1999,male,965,3826000,25.222164140094094
788,Bulgaria,2000,female,382,4025070,9.490518177323624
789,Bulgaria,2000,male,1001,3804025,26.314232950624667
790,Bulgaria,2001,female,363,3903375,9.299644538380248
791,Bulgaria,2001,male,951,3688551,25.78248206409509
792,Bulgaria,2002,female,336,3882319,8.654621116914916
793,Bulgaria,2002,male,981,3662091,26.787974411340407
794,Bulgaria,2003,female,292,3859538,7.565672368039905
795,Bulgaria,2003,male,800,3633628,22.016563060390332
796,Bulgaria,2004,female,267,3839994,6.953135864274788
797,Bulgaria,2004,male,746,3607569,20.678745160522226
798,Bulgaria,2005,female,255,3821459,6.672844062961293
799,Bulgaria,2005,male,727,3582592,20.292570295473222
800,Bulgaria,2006,female,225,3801651,5.9184812072439055
801,Bulgaria,2006,male,752,3556857,21.1422612716789
802,Bulgaria,2007,female,239,3780854,6.32132317196062
803,Bulgaria,2007,male,663,3531620,18.77325420062181
804,Bulgaria,2008,female,245,3760046,6.515877731283075
805,Bulgaria,2008,male,694,3507465,19.786369928138985
806,Bulgaria,2009,female,206,3737231,5.512102409511213
807,Bulgaria,2009,male,662,3482586,19.008862954138102
808,Bulgaria,2010,female,210,3708966,5.661955380556198
809,Bulgaria,2010,male,649,3453774,18.791038440847608
810,Bulgaria,2011,female,158,3642960,4.337132441750664
811,Bulgaria,2011,male,605,3413567,17.723396083920427
812,Bulgaria,2012,female,199,3581679,5.556053459843833
813,Bulgaria,2012,male,673,3377973,19.923190623489294
814,Bulgaria,2013,female,148,3562523,4.15435914378658
815,Bulgaria,2013,male,573,3358121,17.063113568570042
816,Bulgaria,2014,female,172,3545030,4.851863030778301
817,Bulgaria,2014,male,552,3338844,16.532668192943426
818,Cabo Verde,2011,female,5,227672,2.1961418180540426
819,Cabo Verde,2011,male,37,224507,16.480555171999093
820,Canada,1985,female,693,11912400,5.817467512843759
821,Canada,1985,male,2565,11587500,22.135922330097088
822,Canada,1986,female,820,11941300,6.8669240367464175
823,Canada,1986,male,2850,11557800,24.658672065618024
824,Canada,1987,female,799,12093900,6.6066364034761325
825,Canada,1987,male,2792,11704200,23.854684643119565
826,Canada,1988,female,776,12241100,6.339299572750815
827,Canada,1988,male,2734,11839500,23.092191393217618
828,Canada,1989,female,796,12391400,6.423810061817067
829,Canada,1989,male,2695,11977000,22.50146113383986
830,Canada,1990,female,705,12566700,5.610064694788608
831,Canada,1990,male,2673,12137700,22.02229417434934
832,Canada,1991,female,718,12911600,5.560890981752842
833,Canada,1991,male,2875,12478800,23.039074269961855
834,Canada,1992,female,786,13378100,5.875273768322856
835,Canada,1992,male,2922,13076300,22.345770592598825
836,Canada,1993,female,789,13621300,5.792398669730495
837,Canada,1993,male,3014,13323400,22.62185328069412
838,Canada,1994,female,780,13780100,5.660336282029884
839,Canada,1994,male,2968,13465900,22.04085876176119
840,Canada,1995,female,812,13973500,5.810999391705729
841,Canada,1995,male,3156,13645000,23.129351410773175
842,Canada,1996,female,848,14021900,6.047682553719539
843,Canada,1996,male,3093,13684700,22.601883855692854
844,Canada,1997,female,767,14212200,5.3967717876190875
845,Canada,1997,male,2914,13872900,21.00498093405128
846,Canada,1998,female,774,14355306,5.39173459625312
847,Canada,1998,male,2925,14017230,20.86717561172928
848,Canada,1999,female,850,14510412,5.857862616168307
849,Canada,1999,male,3224,14171231,22.750317174280767
850,Canada,2000,female,808,14673903,5.506374139177559
851,Canada,2000,male,2798,14334662,19.519120855448143
852,Canada,2001,female,823,14797866,5.56161273524169
853,Canada,2001,male,2871,14464189,19.849021607779047
854,Canada,2002,female,799,14988425,5.330780252094533
855,Canada,2002,male,2851,14653689,19.4558516971392
856,Canada,2003,female,862,15148489,5.690336508149427
857,Canada,2003,male,2903,14810344,19.601165239646022
858,Canada,2004,female,879,15313862,5.739897616943394
859,Canada,2004,male,2734,14970104,18.263066175091367
860,Canada,2005,female,886,15472731,5.726203085932276
861,Canada,2005,male,2857,15124359,18.89005676207501
862,Canada,2006,female,817,15611840,5.23320761678316
863,Canada,2006,male,2695,15291122,17.62460596416666
864,Canada,2007,female,884,15780064,5.602005162970189
